
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    7.9930      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1   0.0000       0.0000       0.0000       0.0000     
       2 -0.78784E-004 0.25108E-003 0.30309E-004 0.26489E-003
       3  0.39573E-005 0.47290E-004 0.99781E-005 0.48493E-004
       4 -0.64960E-005 0.10605E-003 0.17667E-004 0.10770E-003
       5 -0.35046E-004 0.17423E-003 0.24135E-004 0.17935E-003
       6 -0.29733E-003 0.28255E-003 0.79568E-004 0.41781E-003
       7 -0.22845E-003 0.27779E-003 0.23551E-004 0.36043E-003
       8 -0.30966E-003 0.28132E-003 0.37956E-004 0.42009E-003
       9   0.0000       0.0000       0.0000       0.0000     
      10 -0.17247E-004 0.58180E-004 0.27362E-004 0.66566E-004
      11 -0.67102E-004 0.12698E-003 0.47803E-004 0.15136E-003
      12 -0.16250E-003 0.20198E-003 0.64237E-004 0.26707E-003
      13   0.0000       0.0000       0.0000       0.0000     
      14   0.0000       0.0000       0.0000       0.0000     
      15 -0.10922E-004 0.52173E-004 0.92649E-005 0.54103E-004
      16 -0.18839E-004 0.55111E-004 0.14442E-004 0.60006E-004
      17 -0.53951E-004 0.11749E-003 0.15322E-004 0.13019E-003
      18 -0.77047E-004 0.12193E-003 0.24233E-004 0.14626E-003
      19 -0.12851E-003 0.19308E-003 0.19668E-004 0.23277E-003
      20 -0.17646E-003 0.19761E-003 0.31428E-004 0.26679E-003
      21  0.34803E-003 0.60804E-003 0.42021E-003 0.81695E-003
      22 -0.19582E-003 0.30554E-003 0.14529E-003 0.39091E-003
      23 -0.28217E-004 0.36753E-003 0.23063E-003 0.43481E-003
      24  0.16773E-003 0.47242E-003 0.32597E-003 0.59797E-003
      25   0.0000       0.0000       0.0000       0.0000     
      26  0.49038E-004 0.10045E-003 0.12810E-003 0.17002E-003
      27  0.17582E-003 0.27104E-003 0.23626E-003 0.40024E-003
      28  0.28144E-003 0.44483E-003 0.33113E-003 0.62188E-003
      29   0.0000       0.0000       0.0000       0.0000     
      30   0.0000       0.0000       0.0000       0.0000     
      31   0.0000       0.0000       0.0000       0.0000     
      32 -0.65629E-005 0.63388E-004 0.47069E-004 0.79225E-004
      33  0.10868E-004 0.72440E-004 0.72442E-004 0.10302E-003
      34  0.31091E-004 0.85360E-004 0.10063E-003 0.13557E-003
      35 -0.25932E-004 0.14086E-003 0.84338E-004 0.16621E-003
      36  0.38085E-004 0.16993E-003 0.13163E-003 0.21830E-003
      37  0.11050E-003 0.21508E-003 0.18435E-003 0.30406E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    7.9930      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
