
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    7.9930      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1   0.0000       0.0000       0.0000       0.0000     
       2 -0.79852E-004 0.24994E-003 0.30657E-004 0.26417E-003
       3  0.38623E-005 0.47024E-004 0.10082E-004 0.48247E-004
       4 -0.67880E-005 0.10549E-003 0.17859E-004 0.10721E-003
       5 -0.35669E-004 0.17338E-003 0.24405E-004 0.17869E-003
       6 -0.29527E-003 0.28138E-003 0.80116E-004 0.41566E-003
       7 -0.22837E-003 0.27649E-003 0.24007E-004 0.35941E-003
       8 -0.30845E-003 0.28003E-003 0.38503E-004 0.41838E-003
       9   0.0000       0.0000       0.0000       0.0000     
      10 -0.17023E-004 0.57936E-004 0.27506E-004 0.66355E-004
      11 -0.66372E-004 0.12646E-003 0.48085E-004 0.15069E-003
      12 -0.16113E-003 0.20116E-003 0.64654E-004 0.26572E-003
      13   0.0000       0.0000       0.0000       0.0000     
      14   0.0000       0.0000       0.0000       0.0000     
      15 -0.10897E-004 0.51904E-004 0.93935E-005 0.53861E-004
      16 -0.18699E-004 0.54851E-004 0.14590E-004 0.59759E-004
      17 -0.53862E-004 0.11690E-003 0.15565E-004 0.12965E-003
      18 -0.76586E-004 0.12136E-003 0.24520E-004 0.14559E-003
      19 -0.12840E-003 0.19215E-003 0.20019E-004 0.23197E-003
      20 -0.17563E-003 0.19669E-003 0.31847E-004 0.26561E-003
      21  0.34928E-003 0.60644E-003 0.41948E-003 0.81592E-003
      22 -0.19337E-003 0.30451E-003 0.14571E-003 0.38904E-003
      23 -0.25849E-004 0.36652E-003 0.23078E-003 0.43390E-003
      24  0.16963E-003 0.47124E-003 0.32572E-003 0.59744E-003
      25   0.0000       0.0000       0.0000       0.0000     
      26  0.49167E-004 0.10012E-003 0.12786E-003 0.16968E-003
      27  0.17614E-003 0.27028E-003 0.23583E-003 0.39961E-003
      28  0.28214E-003 0.44365E-003 0.33055E-003 0.62104E-003
      29   0.0000       0.0000       0.0000       0.0000     
      30   0.0000       0.0000       0.0000       0.0000     
      31   0.0000       0.0000       0.0000       0.0000     
      32 -0.63033E-005 0.63155E-004 0.47172E-004 0.79079E-004
      33  0.11114E-004 0.72201E-004 0.72462E-004 0.10289E-003
      34  0.31286E-004 0.85089E-004 0.10053E-003 0.13537E-003
      35 -0.25100E-004 0.14039E-003 0.84547E-004 0.16579E-003
      36  0.38853E-004 0.16945E-003 0.13169E-003 0.21809E-003
      37  0.11107E-003 0.21450E-003 0.18419E-003 0.30377E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    7.9930      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
