
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    18.483      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1   0.0000       0.0000       0.0000       0.0000     
       2 -0.80409E-004 0.24935E-003 0.30838E-004 0.26380E-003
       3  0.38127E-005 0.46885E-004 0.10136E-004 0.48120E-004
       4 -0.69403E-005 0.10520E-003 0.17958E-004 0.10695E-003
       5 -0.35993E-004 0.17294E-003 0.24546E-004 0.17834E-003
       6 -0.29422E-003 0.28077E-003 0.80392E-004 0.41456E-003
       7 -0.22834E-003 0.27581E-003 0.24241E-004 0.35889E-003
       8 -0.30784E-003 0.27935E-003 0.38781E-004 0.41750E-003
       9   0.0000       0.0000       0.0000       0.0000     
      10 -0.16909E-004 0.57810E-004 0.27578E-004 0.66246E-004
      11 -0.66004E-004 0.12619E-003 0.48227E-004 0.15035E-003
      12 -0.16045E-003 0.20073E-003 0.64864E-004 0.26503E-003
      13   0.0000       0.0000       0.0000       0.0000     
      14   0.0000       0.0000       0.0000       0.0000     
      15 -0.10886E-004 0.51764E-004 0.94592E-005 0.53736E-004
      16 -0.18628E-004 0.54717E-004 0.14666E-004 0.59632E-004
      17 -0.53819E-004 0.11659E-003 0.15690E-004 0.12937E-003
      18 -0.76354E-004 0.12107E-003 0.24665E-004 0.14524E-003
      19 -0.12835E-003 0.19167E-003 0.20198E-004 0.23156E-003
      20 -0.17522E-003 0.19622E-003 0.32059E-004 0.26501E-003
      21  0.34988E-003 0.60560E-003 0.41908E-003 0.81535E-003
      22 -0.19214E-003 0.30397E-003 0.14591E-003 0.38808E-003
      23 -0.24662E-004 0.36600E-003 0.23084E-003 0.43342E-003
      24  0.17058E-003 0.47061E-003 0.32558E-003 0.59714E-003
      25   0.0000       0.0000       0.0000       0.0000     
      26  0.49228E-004 0.99953E-004 0.12773E-003 0.16950E-003
      27  0.17628E-003 0.26988E-003 0.23560E-003 0.39927E-003
      28  0.28247E-003 0.44303E-003 0.33024E-003 0.62058E-003
      29   0.0000       0.0000       0.0000       0.0000     
      30   0.0000       0.0000       0.0000       0.0000     
      31   0.0000       0.0000       0.0000       0.0000     
      32 -0.61727E-005 0.63035E-004 0.47222E-004 0.79002E-004
      33  0.11237E-004 0.72077E-004 0.72469E-004 0.10283E-003
      34  0.31382E-004 0.84948E-004 0.10048E-003 0.13527E-003
      35 -0.24682E-004 0.14014E-003 0.84649E-004 0.16557E-003
      36  0.39236E-004 0.16920E-003 0.13171E-003 0.21798E-003
      37  0.11135E-003 0.21420E-003 0.18410E-003 0.30361E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    18.483      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      38 -0.87344E-004 0.22087E-003 0.11616E-003 0.26440E-003
      39  0.28605E-004 0.26837E-003 0.18271E-003 0.32592E-003
      40  0.16138E-003 0.34529E-003 0.25696E-003 0.45967E-003
      41  0.32785E-003 0.80632E-003 0.61124E-003 0.10636E-002
      42  0.46691E-003 0.73036E-003 0.49263E-003 0.99706E-003
      43  0.52360E-003 0.83302E-003 0.54977E-003 0.11271E-002
      44  0.51962E-003 0.89171E-003 0.58796E-003 0.11878E-002
      45  0.46932E-003 0.89810E-003 0.60773E-003 0.11816E-002
      46  0.39791E-003 0.86153E-003 0.61338E-003 0.11300E-002
      47   0.0000       0.0000       0.0000       0.0000     
      48  0.50042E-004 0.11794E-003 0.17773E-003 0.21910E-003
      49  0.15301E-003 0.36401E-003 0.33124E-003 0.51540E-003
      50  0.24738E-003 0.59824E-003 0.47113E-003 0.80066E-003
      51   0.0000       0.0000       0.0000       0.0000     
      52   0.0000       0.0000       0.0000       0.0000     
      53   0.0000       0.0000       0.0000       0.0000     
      54   0.0000       0.0000       0.0000       0.0000     
      55  0.22077E-003 0.32481E-003 0.27889E-003 0.48169E-003
      56  0.18143E-003 0.37713E-003 0.33195E-003 0.53417E-003
      57  0.29902E-003 0.63358E-003 0.47434E-003 0.84607E-003
      58  0.35525E-003 0.66434E-003 0.47549E-003 0.89086E-003
      59  0.40041E-003 0.66993E-003 0.46796E-003 0.91001E-003
      60  0.40699E-003 0.62368E-003 0.43861E-003 0.86429E-003
      61  0.36253E-003 0.53683E-003 0.38905E-003 0.75563E-003
      62  0.55734E-004 0.12025E-003 0.17665E-003 0.22084E-003
      63  0.63703E-004 0.11704E-003 0.15182E-003 0.20200E-003
      64  0.80202E-004 0.14545E-003 0.18706E-003 0.25016E-003
      65  0.62287E-004 0.12365E-003 0.17393E-003 0.22231E-003
      66  0.21207E-003 0.39111E-003 0.33474E-003 0.55677E-003
      67  0.25751E-003 0.42585E-003 0.34630E-003 0.60629E-003
      68  0.26995E-003 0.41507E-003 0.33459E-003 0.59759E-003
      69  0.16526E-003 0.73740E-003 0.58622E-003 0.95641E-003
      70  0.27549E-003 0.76198E-003 0.60653E-003 0.10121E-002
      71  0.23356E-003 0.73476E-003 0.60081E-003 0.97744E-003
      72  0.19827E-003 0.72784E-003 0.59452E-003 0.96047E-003
      73   0.0000       0.0000       0.0000       0.0000     
      74  0.31494E-004 0.11034E-003 0.16809E-003 0.20352E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    18.483      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      75  0.73467E-004 0.33854E-003 0.31376E-003 0.46739E-003
      76  0.11848E-003 0.54923E-003 0.44829E-003 0.71879E-003
      77   0.0000       0.0000       0.0000       0.0000     
      78   0.0000       0.0000       0.0000       0.0000     
      79   0.0000       0.0000       0.0000       0.0000     
      80  0.44574E-004 0.11206E-003 0.17550E-003 0.21294E-003
      81  0.39862E-004 0.10897E-003 0.17272E-003 0.20808E-003
      82  0.35798E-004 0.10861E-003 0.17052E-003 0.20532E-003
      83  0.12880E-003 0.34770E-003 0.32702E-003 0.49439E-003
      84  0.10854E-003 0.33737E-003 0.32232E-003 0.47905E-003
      85  0.90722E-004 0.33492E-003 0.31817E-003 0.47079E-003
      86  0.20683E-003 0.56778E-003 0.46590E-003 0.76303E-003
      87  0.17367E-003 0.54831E-003 0.46008E-003 0.73653E-003
      88  0.14531E-003 0.54296E-003 0.45461E-003 0.72291E-003
      89  0.12638E-003 0.37940E-003 0.13572E-003 0.42230E-003
      90  0.12108E-003 0.76055E-003 0.57118E-003 0.95882E-003
      91  0.74746E-004 0.77432E-003 0.54808E-003 0.95161E-003
      92  0.34273E-004 0.75719E-003 0.51263E-003 0.91504E-003
      93  0.11979E-004 0.70231E-003 0.46356E-003 0.84159E-003
      94  0.15126E-004 0.62040E-003 0.40289E-003 0.73990E-003
      95  0.39882E-004 0.53312E-003 0.33579E-003 0.63132E-003
      96  0.75125E-004 0.45832E-003 0.26614E-003 0.53529E-003
      97  0.10733E-003 0.40678E-003 0.19873E-003 0.46528E-003
      98   0.0000       0.0000       0.0000       0.0000     
      99  0.21423E-004 0.70859E-004 0.40628E-004 0.84443E-004
     100  0.38107E-004 0.16786E-003 0.74748E-004 0.18766E-003
     101  0.73392E-004 0.27129E-003 0.10531E-003 0.30012E-003
     102   0.0000       0.0000       0.0000       0.0000     
     103   0.0000       0.0000       0.0000       0.0000     
     104   0.0000       0.0000       0.0000       0.0000     
     105   0.0000       0.0000       0.0000       0.0000     
     106   0.0000       0.0000       0.0000       0.0000     
     107   0.0000       0.0000       0.0000       0.0000     
     108   0.0000       0.0000       0.0000       0.0000     
     109   0.0000       0.0000       0.0000       0.0000     
     110  0.26021E-004 0.11338E-003 0.16424E-003 0.20126E-003
     111  0.20169E-004 0.11557E-003 0.15812E-003 0.19689E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    18.483      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
     112  0.14914E-004 0.11434E-003 0.14851E-003 0.18802E-003
     113  0.11563E-004 0.10892E-003 0.13497E-003 0.17382E-003
     114  0.10884E-004 0.10032E-003 0.11797E-003 0.15524E-003
     115  0.12680E-004 0.90556E-004 0.98717E-004 0.13456E-003
     116  0.15895E-004 0.81683E-004 0.78636E-004 0.11449E-003
     117  0.19186E-004 0.74943E-004 0.59007E-004 0.97296E-004
     118  0.51204E-004 0.34609E-003 0.30640E-003 0.46507E-003
     119  0.28358E-004 0.34922E-003 0.29484E-003 0.45792E-003
     120  0.81189E-005 0.34025E-003 0.27671E-003 0.43864E-003
     121 -0.48130E-005 0.31675E-003 0.25119E-003 0.40429E-003
     122 -0.74903E-005 0.28238E-003 0.21922E-003 0.35756E-003
     123 -0.44632E-006 0.24448E-003 0.18309E-003 0.30543E-003
     124  0.12622E-004 0.21025E-003 0.14551E-003 0.25600E-003
     125  0.26886E-004 0.18422E-003 0.10889E-003 0.21568E-003
     126  0.83170E-004 0.56385E-003 0.43740E-003 0.71844E-003
     127  0.46560E-004 0.57134E-003 0.42046E-003 0.71091E-003
     128  0.14228E-004 0.55747E-003 0.39408E-003 0.68284E-003
     129 -0.53469E-005 0.51748E-003 0.35712E-003 0.62877E-003
     130 -0.69707E-005 0.45849E-003 0.31112E-003 0.55412E-003
     131  0.78541E-005 0.39391E-003 0.25944E-003 0.47173E-003
     132  0.31971E-004 0.33700E-003 0.20584E-003 0.39618E-003
     133  0.56414E-004 0.29548E-003 0.15375E-003 0.33783E-003
     134  0.97778E-004 0.37864E-003-0.30380E-004 0.39224E-003
     135  0.12711E-003 0.37162E-003 0.78087E-004 0.40045E-003
     136  0.11354E-003 0.37410E-003 0.23819E-004 0.39168E-003
     137   0.0000       0.0000       0.0000       0.0000     
     138  0.20675E-004 0.68314E-004-0.97050E-005 0.72031E-004
     139  0.48561E-004 0.15547E-003-0.17445E-004 0.16381E-003
     140  0.74487E-004 0.25954E-003-0.24008E-004 0.27108E-003
     141   0.0000       0.0000       0.0000       0.0000     
     142   0.0000       0.0000       0.0000       0.0000     
     143  0.21990E-004 0.68895E-004 0.23166E-004 0.75939E-004
     144  0.21320E-004 0.68378E-004 0.67538E-005 0.71943E-004
     145  0.44194E-004 0.15948E-003 0.42754E-004 0.17093E-003
     146  0.46296E-004 0.15633E-003 0.12687E-004 0.16353E-003
     147  0.79581E-004 0.26092E-003 0.60421E-004 0.27940E-003
     148  0.77314E-004 0.25885E-003 0.18228E-004 0.27077E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    18.483      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
     149  0.19234E-003 0.40181E-003-0.22647E-003 0.49973E-003
     150  0.96455E-004 0.38175E-003-0.88355E-004 0.40354E-003
     151  0.12505E-003 0.38666E-003-0.15325E-003 0.43432E-003
     152   0.0000       0.0000       0.0000       0.0000     
     153  0.34496E-004 0.71254E-004-0.68728E-004 0.10484E-003
     154  0.10761E-003 0.16775E-003-0.12615E-003 0.23586E-003
     155  0.16188E-003 0.27889E-003-0.17692E-003 0.36781E-003
     156   0.0000       0.0000       0.0000       0.0000     
     157   0.0000       0.0000       0.0000       0.0000     
     158  0.21752E-004 0.68582E-004-0.27273E-004 0.76944E-004
     159  0.26041E-004 0.69243E-004-0.46749E-004 0.87511E-004
     160  0.56548E-004 0.15607E-003-0.49667E-004 0.17327E-003
     161  0.75266E-004 0.15912E-003-0.85572E-004 0.19572E-003
     162  0.81818E-004 0.26115E-003-0.69232E-004 0.28228E-003
     163  0.10908E-003 0.26565E-003-0.11977E-003 0.31115E-003
     164  0.45232E-003 0.74473E-003-0.58350E-003 0.10487E-002
     165  0.29681E-003 0.43775E-003-0.30706E-003 0.61157E-003
     166  0.42329E-003 0.50111E-003-0.39064E-003 0.76346E-003
     167  0.54708E-003 0.58951E-003-0.47050E-003 0.93177E-003
     168  0.64070E-003 0.68921E-003-0.53925E-003 0.10846E-002
     169  0.68292E-003 0.77702E-003-0.58970E-003 0.11908E-002
     170  0.67023E-003 0.83168E-003-0.61829E-003 0.12342E-002
     171  0.61300E-003 0.84001E-003-0.62331E-003 0.12124E-002
     172  0.53319E-003 0.80543E-003-0.60986E-003 0.11423E-002
     173   0.0000       0.0000       0.0000       0.0000     
     174  0.70475E-004 0.10495E-003-0.16975E-003 0.21165E-003
     175  0.20002E-003 0.33311E-003-0.31595E-003 0.50080E-003
     176  0.32945E-003 0.55115E-003-0.44958E-003 0.78386E-003
     177   0.0000       0.0000       0.0000       0.0000     
     178   0.0000       0.0000       0.0000       0.0000     
     179   0.0000       0.0000       0.0000       0.0000     
     180   0.0000       0.0000       0.0000       0.0000     
     181   0.0000       0.0000       0.0000       0.0000     
     182   0.0000       0.0000       0.0000       0.0000     
     183   0.0000       0.0000       0.0000       0.0000     
     184   0.0000       0.0000       0.0000       0.0000     
     185  0.46614E-004 0.75317E-004-0.92022E-004 0.12772E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    18.483      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
     186  0.60924E-004 0.82169E-004-0.11606E-003 0.15470E-003
     187  0.74835E-004 0.91283E-004-0.13897E-003 0.18234E-003
     188  0.85608E-004 0.10130E-003-0.15859E-003 0.20674E-003
     189  0.91185E-004 0.11001E-003-0.17298E-003 0.22437E-003
     190  0.91011E-004 0.11524E-003-0.18092E-003 0.23301E-003
     191  0.86092E-004 0.11572E-003-0.18228E-003 0.23244E-003
     192  0.78415E-004 0.11163E-003-0.17800E-003 0.22427E-003
     193  0.15168E-003 0.18511E-003-0.16975E-003 0.29340E-003
     194  0.20204E-003 0.21340E-003-0.21485E-003 0.36403E-003
     195  0.24938E-003 0.25111E-003-0.25794E-003 0.43793E-003
     196  0.28399E-003 0.29287E-003-0.29486E-003 0.50335E-003
     197  0.29875E-003 0.33045E-003-0.32194E-003 0.54964E-003
     198  0.29210E-003 0.35554E-003-0.33680E-003 0.57023E-003
     199  0.26807E-003 0.36314E-003-0.33927E-003 0.56466E-003
     200  0.23456E-003 0.35362E-003-0.33124E-003 0.53832E-003
     201  0.23786E-003 0.30736E-003-0.23909E-003 0.45630E-003
     202  0.32686E-003 0.35531E-003-0.30351E-003 0.57026E-003
     203  0.41201E-003 0.42056E-003-0.36517E-003 0.69279E-003
     204  0.47474E-003 0.49329E-003-0.41800E-003 0.80215E-003
     205  0.50201E-003 0.55834E-003-0.45688E-003 0.87892E-003
     206  0.49046E-003 0.60046E-003-0.47830E-003 0.91098E-003
     207  0.44800E-003 0.61083E-003-0.48196E-003 0.89784E-003
     208  0.38927E-003 0.59042E-003-0.47074E-003 0.84954E-003
     209  0.28539E-003 0.59603E-003-0.46531E-003 0.80822E-003
