
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    2.7480      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1   0.0000       0.0000       0.0000       0.0000     
       2 -0.78544E-004 0.25693E-003 0.30723E-004 0.27042E-003
       3  0.41852E-005 0.48478E-004 0.10104E-004 0.49696E-004
       4 -0.61260E-005 0.10864E-003 0.17897E-004 0.11027E-003
       5 -0.34681E-004 0.17838E-003 0.24457E-004 0.18335E-003
       6 -0.30579E-003 0.28909E-003 0.80303E-004 0.42840E-003
       7 -0.23265E-003 0.28439E-003 0.23605E-004 0.36818E-003
       8 -0.31702E-003 0.28802E-003 0.38048E-004 0.43001E-003
       9   0.0000       0.0000       0.0000       0.0000     
      10 -0.17906E-004 0.59569E-004 0.27660E-004 0.68075E-004
      11 -0.69434E-004 0.12995E-003 0.48289E-004 0.15505E-003
      12 -0.16750E-003 0.20668E-003 0.64852E-004 0.27382E-003
      13   0.0000       0.0000       0.0000       0.0000     
      14   0.0000       0.0000       0.0000       0.0000     
      15 -0.11147E-004 0.53467E-004 0.93177E-005 0.55406E-004
      16 -0.19386E-004 0.56458E-004 0.14532E-004 0.61437E-004
      17 -0.55027E-004 0.12036E-003 0.15388E-004 0.13323E-003
      18 -0.79117E-004 0.12488E-003 0.24347E-004 0.14983E-003
      19 -0.13095E-003 0.19773E-003 0.19729E-004 0.23798E-003
      20 -0.18087E-003 0.20235E-003 0.31533E-004 0.27323E-003
      21  0.35163E-003 0.62076E-003 0.42840E-003 0.83217E-003
      22 -0.20315E-003 0.31228E-003 0.14728E-003 0.40060E-003
      23 -0.32600E-004 0.37530E-003 0.23441E-003 0.44369E-003
      24  0.16732E-003 0.48225E-003 0.33189E-003 0.60886E-003
      25   0.0000       0.0000       0.0000       0.0000     
      26  0.49591E-004 0.10271E-003 0.13061E-003 0.17340E-003
      27  0.17813E-003 0.27684E-003 0.24088E-003 0.40791E-003
      28  0.28484E-003 0.45420E-003 0.33759E-003 0.63356E-003
      29   0.0000       0.0000       0.0000       0.0000     
      30   0.0000       0.0000       0.0000       0.0000     
      31   0.0000       0.0000       0.0000       0.0000     
      32 -0.71051E-005 0.64859E-004 0.47747E-004 0.80851E-004
      33  0.10627E-004 0.74081E-004 0.73656E-004 0.10501E-003
      34  0.31256E-004 0.87272E-004 0.10248E-003 0.13819E-003
      35 -0.27743E-004 0.14402E-003 0.85523E-004 0.16978E-003
      36  0.37431E-004 0.17360E-003 0.13381E-003 0.22236E-003
      37  0.11134E-003 0.21966E-003 0.18772E-003 0.30965E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    2.7480      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      38 -0.93851E-004 0.22691E-003 0.11729E-003 0.27212E-003
      39  0.24310E-004 0.27521E-003 0.18557E-003 0.33282E-003
      40  0.16033E-003 0.35387E-003 0.26196E-003 0.46857E-003
      41  0.33251E-003 0.83179E-003 0.63050E-003 0.10954E-002
      42  0.47241E-003 0.74920E-003 0.50455E-003 0.10193E-002
      43  0.53142E-003 0.85527E-003 0.56399E-003 0.11541E-002
      44  0.52808E-003 0.91642E-003 0.60403E-003 0.12180E-002
      45  0.47705E-003 0.92397E-003 0.62518E-003 0.12133E-002
      46  0.40416E-003 0.88743E-003 0.63185E-003 0.11619E-002
      47   0.0000       0.0000       0.0000       0.0000     
      48  0.50601E-004 0.12182E-003 0.18327E-003 0.22581E-003
      49  0.15544E-003 0.37558E-003 0.34159E-003 0.53095E-003
      50  0.25121E-003 0.61711E-003 0.48591E-003 0.82465E-003
      51   0.0000       0.0000       0.0000       0.0000     
      52   0.0000       0.0000       0.0000       0.0000     
      53   0.0000       0.0000       0.0000       0.0000     
      54   0.0000       0.0000       0.0000       0.0000     
      55  0.22406E-003 0.33343E-003 0.28567E-003 0.49294E-003
      56  0.18455E-003 0.38856E-003 0.34183E-003 0.54944E-003
      57  0.30405E-003 0.65263E-003 0.48855E-003 0.87008E-003
      58  0.36146E-003 0.68351E-003 0.48910E-003 0.91491E-003
      59  0.40734E-003 0.68855E-003 0.48072E-003 0.93333E-003
      60  0.41356E-003 0.64041E-003 0.44993E-003 0.88520E-003
      61  0.36744E-003 0.55074E-003 0.39846E-003 0.77272E-003
      62  0.56457E-004 0.12404E-003 0.18188E-003 0.22727E-003
      63  0.64508E-004 0.12034E-003 0.15556E-003 0.20698E-003
      64  0.81384E-004 0.14966E-003 0.19201E-003 0.25668E-003
      65  0.63151E-004 0.12738E-003 0.17882E-003 0.22845E-003
      66  0.21584E-003 0.40249E-003 0.34425E-003 0.57192E-003
      67  0.26212E-003 0.43785E-003 0.35572E-003 0.62206E-003
      68  0.27453E-003 0.42637E-003 0.34328E-003 0.61237E-003
      69  0.16559E-003 0.76591E-003 0.60770E-003 0.99164E-003
      70  0.27890E-003 0.78727E-003 0.62641E-003 0.10440E-002
      71  0.23592E-003 0.76046E-003 0.62126E-003 0.10099E-002
      72  0.19964E-003 0.75465E-003 0.61553E-003 0.99410E-003
      73   0.0000       0.0000       0.0000       0.0000     
      74  0.31505E-004 0.11455E-003 0.17427E-003 0.21091E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    2.7480      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      75  0.73653E-004 0.35149E-003 0.32529E-003 0.48455E-003
      76  0.11879E-003 0.57037E-003 0.46475E-003 0.74527E-003
      77   0.0000       0.0000       0.0000       0.0000     
      78   0.0000       0.0000       0.0000       0.0000     
      79   0.0000       0.0000       0.0000       0.0000     
      80  0.44980E-004 0.11590E-003 0.18121E-003 0.21976E-003
      81  0.40131E-004 0.11285E-003 0.17858E-003 0.21503E-003
      82  0.35943E-004 0.11262E-003 0.17655E-003 0.21247E-003
      83  0.13062E-003 0.35927E-003 0.33768E-003 0.51006E-003
      84  0.10981E-003 0.34915E-003 0.33326E-003 0.49501E-003
      85  0.91470E-004 0.34719E-003 0.32942E-003 0.48726E-003
      86  0.20966E-003 0.58659E-003 0.48112E-003 0.78710E-003
      87  0.17564E-003 0.56743E-003 0.47572E-003 0.76101E-003
      88  0.14648E-003 0.56290E-003 0.47068E-003 0.74823E-003
      89  0.12675E-003 0.39546E-003 0.14337E-003 0.43933E-003
      90  0.11977E-003 0.79162E-003 0.59310E-003 0.99638E-003
      91  0.71473E-004 0.80741E-003 0.57005E-003 0.99095E-003
      92  0.29100E-004 0.79072E-003 0.53405E-003 0.95461E-003
      93  0.56046E-005 0.73427E-003 0.48371E-003 0.87929E-003
      94  0.87125E-005 0.64914E-003 0.42110E-003 0.77381E-003
      95  0.34575E-004 0.55794E-003 0.35158E-003 0.66038E-003
      96  0.71688E-004 0.47937E-003 0.27921E-003 0.55937E-003
      97  0.10595E-003 0.42483E-003 0.20905E-003 0.48519E-003
      98   0.0000       0.0000       0.0000       0.0000     
      99  0.21523E-004 0.73677E-004 0.42934E-004 0.87948E-004
     100  0.37508E-004 0.17491E-003 0.78993E-004 0.19555E-003
     101  0.72850E-004 0.28280E-003 0.11128E-003 0.31252E-003
