
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    13.238      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1   0.0000       0.0000       0.0000       0.0000     
       2 -0.74978E-004 0.26081E-003 0.29574E-004 0.27298E-003
       3  0.45052E-005 0.49379E-004 0.97597E-005 0.50535E-004
       4 -0.51466E-005 0.11052E-003 0.17264E-004 0.11198E-003
       5 -0.32600E-004 0.18125E-003 0.23563E-004 0.18566E-003
       6 -0.31258E-003 0.29308E-003 0.78551E-004 0.43563E-003
       7 -0.23290E-003 0.28880E-003 0.22112E-004 0.37167E-003
       8 -0.32103E-003 0.29242E-003 0.36273E-004 0.43576E-003
       9   0.0000       0.0000       0.0000       0.0000     
      10 -0.18639E-004 0.60396E-004 0.27203E-004 0.68812E-004
      11 -0.71822E-004 0.13172E-003 0.47390E-004 0.15733E-003
      12 -0.17197E-003 0.20949E-003 0.63520E-004 0.27838E-003
      13   0.0000       0.0000       0.0000       0.0000     
      14   0.0000       0.0000       0.0000       0.0000     
      15 -0.11225E-004 0.54377E-004 0.88980E-005 0.56232E-004
      16 -0.19846E-004 0.57338E-004 0.14052E-004 0.62281E-004
      17 -0.55313E-004 0.12235E-003 0.14594E-004 0.13506E-003
      18 -0.80630E-004 0.12682E-003 0.23420E-004 0.15209E-003
      19 -0.13131E-003 0.20089E-003 0.18582E-004 0.24072E-003
      20 -0.18361E-003 0.20546E-003 0.30178E-004 0.27719E-003
      21  0.34782E-003 0.62631E-003 0.43103E-003 0.83608E-003
      22 -0.21115E-003 0.31583E-003 0.14598E-003 0.40699E-003
      23 -0.40260E-004 0.37878E-003 0.23405E-003 0.44708E-003
      24  0.16127E-003 0.48637E-003 0.33289E-003 0.61105E-003
      25   0.0000       0.0000       0.0000       0.0000     
      26  0.49209E-004 0.10384E-003 0.13147E-003 0.17461E-003
      27  0.17723E-003 0.27946E-003 0.24241E-003 0.41021E-003
      28  0.28278E-003 0.45830E-003 0.33968E-003 0.63669E-003
      29   0.0000       0.0000       0.0000       0.0000     
      30   0.0000       0.0000       0.0000       0.0000     
      31   0.0000       0.0000       0.0000       0.0000     
      32 -0.79477E-005 0.65650E-004 0.47437E-004 0.81383E-004
      33  0.98382E-005 0.74896E-004 0.73629E-004 0.10549E-003
      34  0.30647E-004 0.88199E-004 0.10286E-003 0.13892E-003
      35 -0.30444E-004 0.14564E-003 0.84886E-004 0.17130E-003
      36  0.34974E-004 0.17526E-003 0.13370E-003 0.22319E-003
      37  0.10955E-003 0.22164E-003 0.18835E-003 0.31081E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    13.238      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      38 -0.99013E-004 0.22943E-003 0.11632E-003 0.27563E-003
      39  0.19495E-004 0.27774E-003 0.18533E-003 0.33446E-003
      40  0.15668E-003 0.35691E-003 0.26278E-003 0.47009E-003
      41  0.33178E-003 0.84439E-003 0.64055E-003 0.11106E-002
      42  0.47059E-003 0.75650E-003 0.50874E-003 0.10259E-002
      43  0.53105E-003 0.86443E-003 0.56967E-003 0.11635E-002
      44  0.52841E-003 0.92713E-003 0.61106E-003 0.12297E-002
      45  0.47736E-003 0.93570E-003 0.63336E-003 0.12266E-002
      46  0.40401E-003 0.89969E-003 0.64101E-003 0.11762E-002
      47   0.0000       0.0000       0.0000       0.0000     
      48  0.50384E-004 0.12383E-003 0.18612E-003 0.22916E-003
      49  0.15544E-003 0.38138E-003 0.34693E-003 0.53849E-003
      50  0.25103E-003 0.62646E-003 0.49357E-003 0.83611E-003
      51   0.0000       0.0000       0.0000       0.0000     
      52   0.0000       0.0000       0.0000       0.0000     
      53   0.0000       0.0000       0.0000       0.0000     
      54   0.0000       0.0000       0.0000       0.0000     
      55  0.22394E-003 0.33687E-003 0.28809E-003 0.49662E-003
      56  0.18483E-003 0.39403E-003 0.34666E-003 0.55641E-003
      57  0.30432E-003 0.66165E-003 0.49554E-003 0.88088E-003
      58  0.36210E-003 0.69222E-003 0.49543E-003 0.92506E-003
      59  0.40803E-003 0.69663E-003 0.48627E-003 0.94247E-003
      60  0.41380E-003 0.64730E-003 0.45444E-003 0.89261E-003
      61  0.36670E-003 0.55615E-003 0.40176E-003 0.77793E-003
      62  0.56332E-004 0.12592E-003 0.18442E-003 0.23030E-003
      63  0.64354E-004 0.12175E-003 0.15693E-003 0.20879E-003
      64  0.81361E-004 0.15155E-003 0.19406E-003 0.25932E-003
      65  0.63078E-004 0.12915E-003 0.18104E-003 0.23115E-003
      66  0.21633E-003 0.40770E-003 0.34862E-003 0.57841E-003
      67  0.26277E-003 0.44313E-003 0.35981E-003 0.62839E-003
      68  0.27493E-003 0.43111E-003 0.34678E-003 0.61782E-003
      69  0.16299E-003 0.78308E-003 0.62071E-003 0.10125E-002
      70  0.27769E-003 0.80035E-003 0.63721E-003 0.10601E-002
      71  0.23428E-003 0.77441E-003 0.63281E-003 0.10272E-002
      72  0.19758E-003 0.76998E-003 0.62782E-003 0.10129E-002
      73   0.0000       0.0000       0.0000       0.0000     
      74  0.30984E-004 0.11711E-003 0.17802E-003 0.21532E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    13.238      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      75  0.72582E-004 0.35931E-003 0.33229E-003 0.49476E-003
