
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    7.9930      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1   0.0000       0.0000       0.0000       0.0000     
       2 -0.74960E-004 0.26083E-003 0.29568E-004 0.27299E-003
       3  0.45069E-005 0.49383E-004 0.97579E-005 0.50539E-004
       4 -0.51415E-005 0.11053E-003 0.17261E-004 0.11199E-003
       5 -0.32589E-004 0.18127E-003 0.23558E-004 0.18567E-003
       6 -0.31261E-003 0.29310E-003 0.78541E-004 0.43567E-003
       7 -0.23290E-003 0.28882E-003 0.22104E-004 0.37169E-003
       8 -0.32105E-003 0.29245E-003 0.36264E-004 0.43579E-003
       9   0.0000       0.0000       0.0000       0.0000     
      10 -0.18643E-004 0.60400E-004 0.27201E-004 0.68816E-004
      11 -0.71834E-004 0.13172E-003 0.47385E-004 0.15734E-003
      12 -0.17199E-003 0.20951E-003 0.63513E-004 0.27840E-003
      13   0.0000       0.0000       0.0000       0.0000     
      14   0.0000       0.0000       0.0000       0.0000     
      15 -0.11225E-004 0.54382E-004 0.88957E-005 0.56236E-004
      16 -0.19848E-004 0.57342E-004 0.14049E-004 0.62285E-004
      17 -0.55314E-004 0.12236E-003 0.14589E-004 0.13507E-003
      18 -0.80638E-004 0.12683E-003 0.23415E-004 0.15210E-003
      19 -0.13131E-003 0.20091E-003 0.18576E-004 0.24073E-003
      20 -0.18362E-003 0.20547E-003 0.30170E-004 0.27721E-003
      21  0.34780E-003 0.62634E-003 0.43105E-003 0.83610E-003
      22 -0.21120E-003 0.31584E-003 0.14598E-003 0.40703E-003
      23 -0.40301E-004 0.37880E-003 0.23405E-003 0.44709E-003
      24  0.16123E-003 0.48639E-003 0.33289E-003 0.61106E-003
      25   0.0000       0.0000       0.0000       0.0000     
      26  0.49207E-004 0.10384E-003 0.13147E-003 0.17461E-003
      27  0.17723E-003 0.27947E-003 0.24242E-003 0.41022E-003
      28  0.28276E-003 0.45832E-003 0.33969E-003 0.63671E-003
      29   0.0000       0.0000       0.0000       0.0000     
      30   0.0000       0.0000       0.0000       0.0000     
      31   0.0000       0.0000       0.0000       0.0000     
      32 -0.79523E-005 0.65654E-004 0.47435E-004 0.81386E-004
      33  0.98338E-005 0.74900E-004 0.73628E-004 0.10549E-003
      34  0.30644E-004 0.88204E-004 0.10286E-003 0.13892E-003
      35 -0.30459E-004 0.14564E-003 0.84882E-004 0.17130E-003
      36  0.34960E-004 0.17526E-003 0.13370E-003 0.22319E-003
      37  0.10954E-003 0.22165E-003 0.18835E-003 0.31081E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    7.9930      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
