
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    7.9930      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1   0.0000       0.0000       0.0000       0.0000     
       2 -0.74808E-004 0.26099E-003 0.29518E-004 0.27310E-003
       3  0.45205E-005 0.49422E-004 0.97430E-005 0.50575E-004
       4 -0.51000E-005 0.11061E-003 0.17233E-004 0.11207E-003
       5 -0.32500E-004 0.18139E-003 0.23520E-004 0.18577E-003
       6 -0.31293E-003 0.29327E-003 0.78458E-004 0.43599E-003
       7 -0.23292E-003 0.28901E-003 0.22037E-004 0.37184E-003
       8 -0.32124E-003 0.29263E-003 0.36182E-004 0.43605E-003
       9   0.0000       0.0000       0.0000       0.0000     
      10 -0.18678E-004 0.60436E-004 0.27179E-004 0.68848E-004
      11 -0.71945E-004 0.13180E-003 0.47342E-004 0.15744E-003
      12 -0.17220E-003 0.20963E-003 0.63450E-004 0.27861E-003
      13   0.0000       0.0000       0.0000       0.0000     
      14   0.0000       0.0000       0.0000       0.0000     
      15 -0.11230E-004 0.54421E-004 0.88768E-005 0.56272E-004
      16 -0.19869E-004 0.57380E-004 0.14027E-004 0.62322E-004
      17 -0.55330E-004 0.12245E-003 0.14554E-004 0.13515E-003
      18 -0.80709E-004 0.12691E-003 0.23372E-004 0.15220E-003
      19 -0.13133E-003 0.20104E-003 0.18524E-004 0.24085E-003
      20 -0.18375E-003 0.20561E-003 0.30108E-004 0.27739E-003
      21  0.34760E-003 0.62657E-003 0.43115E-003 0.83624E-003
      22 -0.21157E-003 0.31599E-003 0.14591E-003 0.40731E-003
      23 -0.40663E-004 0.37894E-003 0.23402E-003 0.44723E-003
      24  0.16094E-003 0.48656E-003 0.33292E-003 0.61113E-003
      25   0.0000       0.0000       0.0000       0.0000     
      26  0.49185E-004 0.10389E-003 0.13151E-003 0.17466E-003
      27  0.17717E-003 0.27958E-003 0.24247E-003 0.41030E-003
      28  0.28265E-003 0.45849E-003 0.33977E-003 0.63682E-003
      29   0.0000       0.0000       0.0000       0.0000     
      30   0.0000       0.0000       0.0000       0.0000     
      31   0.0000       0.0000       0.0000       0.0000     
      32 -0.79919E-005 0.65688E-004 0.47418E-004 0.81408E-004
      33  0.97958E-005 0.74935E-004 0.73624E-004 0.10551E-003
      34  0.30613E-004 0.88244E-004 0.10287E-003 0.13895E-003
      35 -0.30586E-004 0.14571E-003 0.84850E-004 0.17137E-003
      36  0.34842E-004 0.17533E-003 0.13368E-003 0.22322E-003
      37  0.10945E-003 0.22173E-003 0.18837E-003 0.31085E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    7.9930      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
