
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    2.7480      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
       1   0.0000       0.0000       0.0000       0.0000     
       2 -0.74126E-004 0.26173E-003 0.29298E-004 0.27360E-003
       3  0.45815E-005 0.49593E-004 0.96771E-005 0.50735E-004
       4 -0.49130E-005 0.11097E-003 0.17112E-004 0.11239E-003
       5 -0.32103E-004 0.18193E-003 0.23348E-004 0.18621E-003
       6 -0.31421E-003 0.29403E-003 0.78123E-004 0.43736E-003
       7 -0.23297E-003 0.28985E-003 0.21751E-004 0.37250E-003
       8 -0.32199E-003 0.29347E-003 0.35843E-004 0.43714E-003
       9   0.0000       0.0000       0.0000       0.0000     
      10 -0.18817E-004 0.60592E-004 0.27091E-004 0.68989E-004
      11 -0.72399E-004 0.13213E-003 0.47170E-004 0.15788E-003
      12 -0.17305E-003 0.21016E-003 0.63195E-004 0.27947E-003
      13   0.0000       0.0000       0.0000       0.0000     
      14   0.0000       0.0000       0.0000       0.0000     
      15 -0.11244E-004 0.54594E-004 0.87966E-005 0.56430E-004
      16 -0.19957E-004 0.57547E-004 0.13935E-004 0.62483E-004
      17 -0.55383E-004 0.12283E-003 0.14402E-004 0.13550E-003
      18 -0.80995E-004 0.12728E-003 0.23195E-004 0.15264E-003
      19 -0.13140E-003 0.20164E-003 0.18305E-004 0.24137E-003
      20 -0.18427E-003 0.20620E-003 0.29849E-004 0.27814E-003
      21  0.34687E-003 0.62762E-003 0.43164E-003 0.83698E-003
      22 -0.21309E-003 0.31666E-003 0.14566E-003 0.40853E-003
      23 -0.42121E-004 0.37960E-003 0.23395E-003 0.44789E-003
      24  0.15978E-003 0.48734E-003 0.33311E-003 0.61155E-003
      25   0.0000       0.0000       0.0000       0.0000     
      26  0.49112E-004 0.10410E-003 0.13167E-003 0.17489E-003
      27  0.17700E-003 0.28008E-003 0.24276E-003 0.41074E-003
      28  0.28225E-003 0.45926E-003 0.34017E-003 0.63742E-003
      29   0.0000       0.0000       0.0000       0.0000     
      30   0.0000       0.0000       0.0000       0.0000     
      31   0.0000       0.0000       0.0000       0.0000     
      32 -0.81522E-005 0.65837E-004 0.47359E-004 0.81510E-004
      33  0.96455E-005 0.75089E-004 0.73618E-004 0.10560E-003
      34  0.30497E-004 0.88419E-004 0.10294E-003 0.13909E-003
      35 -0.31099E-004 0.14602E-003 0.84727E-004 0.17166E-003
      36  0.34374E-004 0.17565E-003 0.13366E-003 0.22338E-003
      37  0.10911E-003 0.22211E-003 0.18849E-003 0.31107E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    2.7480      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      38 -0.10026E-003 0.23003E-003 0.11608E-003 0.27647E-003
      39  0.18322E-004 0.27833E-003 0.18526E-003 0.33485E-003
      40  0.15579E-003 0.35762E-003 0.26296E-003 0.47044E-003
      41  0.33159E-003 0.84741E-003 0.64295E-003 0.11142E-002
      42  0.47011E-003 0.75823E-003 0.50972E-003 0.10275E-002
      43  0.53092E-003 0.86659E-003 0.57101E-003 0.11657E-002
      44  0.52845E-003 0.92967E-003 0.61273E-003 0.12325E-002
      45  0.47740E-003 0.93849E-003 0.63531E-003 0.12298E-002
      46  0.40396E-003 0.90262E-003 0.64319E-003 0.11797E-002
      47   0.0000       0.0000       0.0000       0.0000     
      48  0.50330E-004 0.12431E-003 0.18680E-003 0.22996E-003
      49  0.15544E-003 0.38277E-003 0.34820E-003 0.54030E-003
      50  0.25097E-003 0.62871E-003 0.49540E-003 0.83886E-003
      51   0.0000       0.0000       0.0000       0.0000     
      52   0.0000       0.0000       0.0000       0.0000     
      53   0.0000       0.0000       0.0000       0.0000     
      54   0.0000       0.0000       0.0000       0.0000     
      55  0.22389E-003 0.33769E-003 0.28866E-003 0.49748E-003
      56  0.18489E-003 0.39534E-003 0.34781E-003 0.55808E-003
      57  0.30438E-003 0.66380E-003 0.49721E-003 0.88346E-003
      58  0.36224E-003 0.69429E-003 0.49694E-003 0.92747E-003
      59  0.40818E-003 0.69855E-003 0.48759E-003 0.94463E-003
      60  0.41383E-003 0.64893E-003 0.45551E-003 0.89435E-003
      61  0.36649E-003 0.55743E-003 0.40253E-003 0.77915E-003
      62  0.56299E-004 0.12638E-003 0.18502E-003 0.23103E-003
      63  0.64312E-004 0.12209E-003 0.15725E-003 0.20921E-003
      64  0.81350E-004 0.15200E-003 0.19454E-003 0.25994E-003
      65  0.63057E-004 0.12957E-003 0.18156E-003 0.23180E-003
      66  0.21644E-003 0.40894E-003 0.34966E-003 0.57995E-003
      67  0.26290E-003 0.44438E-003 0.36078E-003 0.62989E-003
      68  0.27501E-003 0.43223E-003 0.34761E-003 0.61911E-003
      69  0.16236E-003 0.78721E-003 0.62383E-003 0.10175E-002
      70  0.27740E-003 0.80350E-003 0.63979E-003 0.10639E-002
      71  0.23388E-003 0.77777E-003 0.63557E-003 0.10313E-002
      72  0.19708E-003 0.77367E-003 0.63076E-003 0.10175E-002
      73   0.0000       0.0000       0.0000       0.0000     
      74  0.30858E-004 0.11772E-003 0.17891E-003 0.21638E-003
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    2.7480      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
      75  0.72323E-004 0.36119E-003 0.33396E-003 0.49721E-003
      76  0.11659E-003 0.58619E-003 0.47712E-003 0.76476E-003
      77   0.0000       0.0000       0.0000       0.0000     
      78   0.0000       0.0000       0.0000       0.0000     
      79   0.0000       0.0000       0.0000       0.0000     
      80  0.44608E-004 0.11846E-003 0.18501E-003 0.22417E-003
      81  0.39668E-004 0.11556E-003 0.18266E-003 0.21975E-003
      82  0.35394E-004 0.11553E-003 0.18091E-003 0.21755E-003
      83  0.13029E-003 0.36680E-003 0.34479E-003 0.52000E-003
      84  0.10918E-003 0.35719E-003 0.34088E-003 0.50567E-003
      85  0.90521E-004 0.35596E-003 0.33757E-003 0.49886E-003
      86  0.20894E-003 0.59869E-003 0.49132E-003 0.80217E-003
      87  0.17448E-003 0.58036E-003 0.48663E-003 0.77722E-003
      88  0.14486E-003 0.57708E-003 0.48233E-003 0.76593E-003
      89  0.12464E-003 0.40829E-003 0.15132E-003 0.45292E-003
      90  0.11527E-003 0.81626E-003 0.61030E-003 0.10257E-002
      91  0.65241E-004 0.83495E-003 0.58801E-003 0.10233E-002
      92  0.21029E-004 0.81965E-003 0.55220E-003 0.98853E-003
      93 -0.37706E-005 0.76255E-003 0.50136E-003 0.91261E-003
      94 -0.89514E-006 0.67493E-003 0.43752E-003 0.80433E-003
      95  0.25925E-004 0.58018E-003 0.36623E-003 0.68659E-003
      96  0.64937E-004 0.49788E-003 0.29172E-003 0.58069E-003
      97  0.10156E-003 0.44008E-003 0.21926E-003 0.50206E-003
      98   0.0000       0.0000       0.0000       0.0000     
      99  0.21141E-004 0.75882E-004 0.45330E-004 0.90884E-004
     100  0.35791E-004 0.18061E-003 0.83404E-004 0.20213E-003
     101  0.70512E-004 0.29209E-003 0.11748E-003 0.32263E-003
