AeroDyn airfoil file Created with QBlade v0.96 64bit on 03.10.2021 at 18:37:31 Compatible with AeroDyn v13.0.
Polar "CD = 0.35      360 Polar" on Foil "Circular Foil 0.35 Placeholder" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
-180.00        Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
0.00           Angle of attack for zero Cn for linear Cn curve (deg)
0.34994        Cn slope for zero lift for linear Cn curve (1/rad)
0.0000         Cn at stall value for positive angle of attack for linear Cn curve
0.0000         Cn at stall value for negative angle of attack for linear Cn curve
0.00           Angle of attack for minimum CD (deg)
0.3500         Minimum CD value
   -180.00    0.0000    0.3500
   -179.00    0.0000    0.3500
   -178.00    0.0000    0.3500
   -177.00    0.0000    0.3500
   -176.00    0.0000    0.3500
   -175.00    0.0000    0.3500
   -174.00    0.0000    0.3500
   -173.00    0.0000    0.3500
   -172.00    0.0000    0.3500
   -171.00    0.0000    0.3500
   -170.00    0.0000    0.3500
   -169.00    0.0000    0.3500
   -168.00    0.0000    0.3500
   -167.00    0.0000    0.3500
   -166.00    0.0000    0.3500
   -165.00    0.0000    0.3500
   -164.00    0.0000    0.3500
   -163.00    0.0000    0.3500
   -162.00    0.0000    0.3500
   -161.00    0.0000    0.3500
   -160.00    0.0000    0.3500
   -159.00    0.0000    0.3500
   -158.00    0.0000    0.3500
   -157.00    0.0000    0.3500
   -156.00    0.0000    0.3500
   -155.00    0.0000    0.3500
   -154.00    0.0000    0.3500
   -153.00    0.0000    0.3500
   -152.00    0.0000    0.3500
   -151.00    0.0000    0.3500
   -150.00    0.0000    0.3500
   -149.00    0.0000    0.3500
   -148.00    0.0000    0.3500
   -147.00    0.0000    0.3500
   -146.00    0.0000    0.3500
   -145.00    0.0000    0.3500
   -144.00    0.0000    0.3500
   -143.00    0.0000    0.3500
   -142.00    0.0000    0.3500
   -141.00    0.0000    0.3500
   -140.00    0.0000    0.3500
   -139.00    0.0000    0.3500
   -138.00    0.0000    0.3500
   -137.00    0.0000    0.3500
   -136.00    0.0000    0.3500
   -135.00    0.0000    0.3500
   -134.00    0.0000    0.3500
   -133.00    0.0000    0.3500
